"","WordForm","LemmaCase","Frequency"
"1407","obdaništu","obdanište_dat_Sg",2
"1408","obdanište","obdanište_acc_Sg",1
"1409","obdaništem","obdanište_ins_Sg",2
"1410","obdaništu","obdanište_loc_Sg",7
"1411","obdaništa","obdanište_nom_Pl",2
"1412","obdaništa","obdanište_gen_Pl",5
"1413","obdaništima","obdanište_dat_Pl",1
"1414","obdaništa","obdanište_acc_Pl",3
"1415","obdaništima","obdanište_ins_Pl",1
"1416","obdaništima","obdanište_loc_Pl",5
"1417","oblak","oblak_nom_Sg",339
"1418","oblaka","oblak_gen_Sg",121
"1419","oblaku","oblak_dat_Sg",18
"1420","oblak","oblak_acc_Sg",107
"1421","oblakom","oblak_ins_Sg",63
"1422","oblaku","oblak_loc_Sg",51
"1423","oblaci","oblak_nom_Pl",324
"1424","oblaka","oblak_gen_Pl",208
"1425","oblacima","oblak_dat_Pl",18
"1426","oblake","oblak_acc_Pl",189
"1427","oblacima","oblak_ins_Pl",70
"1428","oblacima","oblak_loc_Pl",42
"1429","oblik","oblik_nom_Sg",41
"1430","oblika","oblik_gen_Sg",33
"1431","obliku","oblik_dat_Sg",5
"1432","oblik","oblik_acc_Sg",61
"1433","oblikom","oblik_ins_Sg",4
"1434","obliku","oblik_loc_Sg",43
"1435","oblici","oblik_nom_Pl",25
"1436","oblika","oblik_gen_Pl",38
"1437","oblicima","oblik_dat_Pl",3
"1438","oblike","oblik_acc_Pl",42
"1439","oblicima","oblik_ins_Pl",2
"1440","oblicima","oblik_loc_Pl",12
"1441","odbor","odbor_nom_Sg",253
"1442","odbora","odbor_gen_Sg",358
"1443","odboru","odbor_dat_Sg",36
"1444","odbor","odbor_acc_Sg",42
"1445","odborom","odbor_ins_Sg",8
"1446","odboru","odbor_loc_Sg",22
"1447","odbori","odbor_nom_Pl",76
"1448","odbora","odbor_gen_Pl",155
"1449","odborima","odbor_dat_Pl",15
"1450","odbore","odbor_acc_Pl",42
"1451","odborima","odbor_ins_Pl",8
"1452","odborima","odbor_loc_Pl",37
"1453","odnos","odnos_nom_Sg",35
"1454","odnosa","odnos_gen_Sg",21
"1455","odnosu","odnos_dat_Sg",2
"1456","odnos","odnos_acc_Sg",19
"1457","odnosom","odnos_ins_Sg",1
"1458","odnosu","odnos_loc_Sg",72
"1459","odnosi","odnos_nom_Pl",67
"1460","odnosa","odnos_gen_Pl",139
"1461","odnosima","odnos_dat_Pl",6
"1462","odnose","odnos_acc_Pl",71
"1463","odnosima","odnos_ins_Pl",1
"1464","odnosima","odnos_loc_Pl",52
"1465","okean","okean_nom_Sg",10
"1466","okeana","okean_gen_Sg",32
"1467","okeanu","okean_dat_Sg",2
"1468","okean","okean_acc_Sg",8
"1469","okeanom","okean_ins_Sg",2
"1470","okeanu","okean_loc_Sg",8
"1471","okeani","okean_nom_Pl",5
"1472","okeana","okean_gen_Pl",10
"1473","okeanima","okean_dat_Pl",1
"1474","okeane","okean_acc_Pl",8
"1475","okeanima","okean_ins_Pl",3
"1476","okeanima","okean_loc_Pl",2
"1477","okno","okno_nom_Sg",13
"1478","okna","okno_gen_Sg",28
"1479","oknu","okno_dat_Sg",4
"1480","okno","okno_acc_Sg",46
"1481","oknom","okno_ins_Sg",18
"1482","oknu","okno_loc_Sg",38
"1483","okna","okno_nom_Pl",33
"1484","okana","okno_gen_Pl",5
"1485","oknima","okno_dat_Pl",1
"1486","okna","okno_acc_Pl",53
"1487","oknima","okno_ins_Pl",6
"1488","oknima","okno_loc_Pl",20
"1489","oko","oko_nom_Sg",256
"1490","oka","oko_gen_Sg",304
"1491","oku","oko_dat_Sg",44
"1492","oko","oko_acc_Sg",100
"1493","okom","oko_ins_Sg",140
"1494","oku","oko_loc_Sg",223
"1495","oči","oko_nom_Pl",1279
"1496","očiju","oko_gen_Pl",441
"1497","očima","oko_dat_Pl",29
"1498","oči","oko_acc_Pl",1202
"1499","očima","oko_ins_Pl",274
"1500","očima","oko_loc_Pl",318
"1501","oluja","oluja_nom_Sg",65
"1502","oluje","oluja_gen_Sg",42
"1503","oluji","oluja_dat_Sg",12
"1504","oluju","oluja_acc_Sg",25
"1505","olujom","oluja_ins_Sg",12
"1506","oluji","oluja_loc_Sg",34
"1507","oluje","oluja_nom_Pl",38
"1508","oluja","oluja_gen_Pl",22
"1509","olujama","oluja_dat_Pl",1
"1510","oluje","oluja_acc_Pl",16
"1511","olujama","oluja_ins_Pl",7
"1512","olujama","oluja_loc_Pl",2
"1513","organ","organ_nom_Sg",17
"1514","organa","organ_gen_Sg",8
"1515","organu","organ_dat_Sg",1
"1516","organ","organ_acc_Sg",4
"1517","organom","organ_ins_Sg",1
"1518","organu","organ_loc_Sg",1
"1519","organi","organ_nom_Pl",28
"1520","organa","organ_gen_Pl",47
"1521","organima","organ_dat_Pl",9
"1522","organe","organ_acc_Pl",12
"1523","organima","organ_ins_Pl",2
"1524","organima","organ_loc_Pl",6
"1525","organizacija","organizacija_nom_Sg",104
"1526","organizacije","organizacija_gen_Sg",133
"1527","organizaciji","organizacija_dat_Sg",13
"1528","organizaciju","organizacija_acc_Sg",64
"1529","organizacijom","organizacija_ins_Sg",20
"1530","organizaciji","organizacija_loc_Sg",57
"1531","organizacije","organizacija_nom_Pl",154
"1532","organizacija","organizacija_gen_Pl",226
"1533","organizacijama","organizacija_dat_Pl",28
"1534","organizacije","organizacija_acc_Pl",34
"1535","organizacijama","organizacija_ins_Pl",23
"1536","organizacijama","organizacija_loc_Pl",47
"1537","osmeh","osmeh_nom_Sg",237
"1538","osmeha","osmeh_gen_Sg",67
"1539","osmehu","osmeh_dat_Sg",3
"1540","osmeh","osmeh_acc_Sg",209
"1541","osmehom","osmeh_ins_Sg",97
"1542","osmehu","osmeh_loc_Sg",16
"1543","osmesi","osmeh_nom_Pl",39
"1544","osmeha","osmeh_gen_Pl",6
"1545","osmesima","osmeh_dat_Pl",1
"1546","osmehe","osmeh_acc_Pl",31
"1547","osmjesima","osmeh_ins_Pl",9
"1548","osmjesima","osmeh_loc_Pl",3
"1549","otok","otok_nom_Sg",21
"1550","otoka","otok_gen_Sg",13
"1551","otoku","otok_dat_Sg",1
"1552","otok","otok_acc_Sg",8
"1553","otokom","otok_ins_Sg",1
"1554","otoku","otok_loc_Sg",7
"1555","otoci","otok_nom_Pl",12
"1556","otoka","otok_gen_Pl",11
"1557","otocima","otok_dat_Pl",1
"1558","otoke","otok_acc_Pl",6
"1559","otocima","otok_ins_Pl",2
"1560","otocima","otok_loc_Pl",6
"1561","pašnjak","pašnjak_nom_Sg",6
"1562","pašnjaka","pašnjak_gen_Sg",11
"1563","pašnjaku","pašnjak_dat_Sg",1
"1564","pašnjak","pašnjak_acc_Sg",1
"1565","pašnjakom","pašnjak_ins_Sg",4
"1566","pašnjaku","pašnjak_loc_Sg",4
"1567","pašnjaci","pašnjak_nom_Pl",8
"1568","pašnjaka","pašnjak_gen_Pl",10
"1569","pašnjacima","pašnjak_dat_Pl",1
"1570","pašnjake","pašnjak_acc_Pl",8
"1571","pašnjacima","pašnjak_ins_Pl",7
"1572","pašnjacima","pašnjak_loc_Pl",1
"1573","partija","partija_nom_Sg",106
"1574","partije","partija_gen_Sg",244
"1575","partiji","partija_dat_Sg",17
"1576","partiju","partija_acc_Sg",43
"1577","partijom","partija_ins_Sg",5
"1578","partiji","partija_loc_Sg",24
"1579","partije","partija_nom_Pl",26
"1580","partija","partija_gen_Pl",43
"1581","partijama","partija_dat_Pl",1
"1582","partije","partija_acc_Pl",10
"1583","partijama","partija_ins_Pl",1
"1584","partijama","partija_loc_Pl",7
"1585","pas","pas_nom_Sg",91
"1586","psa","pas_gen_Sg",14
"1587","psu","pas_dat_Sg",6
"1588","psa","pas_acc_Sg",18
"1589","psom","pas_ins_Sg",7
"1590","psu","pas_loc_Sg",1
"1591","psi","pas_nom_Pl",79
"1592","pasa","pas_gen_Pl",31
"1593","psima","pas_dat_Pl",5
"1594","pse","pas_acc_Pl",4
"1595","psima","pas_ins_Pl",7
"1596","psima","pas_loc_Pl",1
"1597","patnja","patnja_nom_Sg",43
"1598","patnje","patnja_gen_Sg",42
"1599","patnji","patnja_dat_Sg",5
"1600","patnju","patnja_acc_Sg",21
"1601","patnjom","patnja_ins_Sg",16
"1602","patnji","patnja_loc_Sg",4
"1603","patnje","patnja_nom_Pl",30
"1604","patnja","patnja_gen_Pl",31
"1605","patnjama","patnja_dat_Pl",2
"1606","patnje","patnja_acc_Pl",32
"1607","patnjama","patnja_ins_Pl",2
"1608","patnjama","patnja_loc_Pl",4
"1609","perspektiva","perspektiva_nom_Sg",1
"1610","perspektive","perspektiva_gen_Sg",7
"1611","perspektivi","perspektiva_dat_Sg",2
"1612","perspektivu","perspektiva_acc_Sg",5
"1613","perspektivom","perspektiva_ins_Sg",1
"1614","perspektivi","perspektiva_loc_Sg",3
"1615","perspektive","perspektiva_nom_Pl",10
"1616","perspektiva","perspektiva_gen_Pl",9
"1617","perspektivama","perspektiva_dat_Pl",1
"1618","perspektive","perspektiva_acc_Pl",12
"1619","perspektivama","perspektiva_ins_Pl",1
"1620","perspektivama","perspektiva_loc_Pl",4
"1621","pesma","pesma_nom_Sg",880
"1622","pesme","pesma_gen_Sg",152
"1623","pesmi","pesma_dat_Sg",14
"1624","pesmu","pesma_acc_Sg",483
"1625","pesmom","pesma_ins_Sg",187
"1626","pesmi","pesma_loc_Sg",74
"1627","pesme","pesma_nom_Pl",374
"1628","pesama","pesma_gen_Pl",116
"1629","pesmama","pesma_dat_Pl",4
"1630","pesme","pesma_acc_Pl",226
"1631","pesmama","pesma_ins_Pl",35
"1632","pesmama","pesma_loc_Pl",14
"1633","pesnik","pesnik_nom_Sg",173
"1634","pesnika","pesnik_gen_Sg",37
"1635","pesniku","pesnik_dat_Sg",19
"1636","pesnika","pesnik_acc_Sg",11
"1637","pesnikom","pesnik_ins_Sg",3
"1638","pesniku","pesnik_loc_Sg",5
"1639","pesnici","pesnik_nom_Pl",57
"1640","pesnika","pesnik_gen_Pl",17
"1641","pjesnicima","pesnik_dat_Pl",5
"1642","pesnike","pesnik_acc_Pl",7
"1643","pesnicima","pesnik_ins_Pl",3
"1644","pesnicima","pesnik_loc_Pl",1
"1645","pismo","pismo_nom_Sg",110
"1646","pisma","pismo_gen_Sg",26
"1647","pismu","pismo_dat_Sg",1
"1648","pismo","pismo_acc_Sg",89
"1649","pismom","pismo_ins_Sg",19
"1650","pismu","pismo_loc_Sg",33
"1651","pisma","pismo_nom_Pl",42
"1652","pisama","pismo_gen_Pl",28
"1653","pismima","pismo_dat_Pl",1
"1654","pisma","pismo_acc_Pl",55
"1655","pismima","pismo_ins_Pl",7
"1656","pismima","pismo_loc_Pl",5
"1657","pitanje","pitanje_nom_Sg",331
"1658","pitanja","pitanje_gen_Sg",98
"1659","pitanju","pitanje_dat_Sg",10
"1660","pitanje","pitanje_acc_Sg",216
"1661","pitanjem","pitanje_ins_Sg",25
"1662","pitanju","pitanje_loc_Sg",162
"1663","pitanja","pitanje_nom_Pl",98
"1664","pitanja","pitanje_gen_Pl",96
"1665","pitanjima","pitanje_dat_Pl",11
"1666","pitanja","pitanje_acc_Pl",167
"1667","pitanjima","pitanje_ins_Pl",18
"1668","pitanjima","pitanje_loc_Pl",90
"1669","plan","plan_nom_Sg",108
"1670","plana","plan_gen_Sg",216
"1671","planu","plan_dat_Sg",9
"1672","plan","plan_acc_Sg",149
"1673","planom","plan_ins_Sg",29
"1674","planu","plan_loc_Sg",96
"1675","planovi","plan_nom_Pl",23
"1676","planova","plan_gen_Pl",45
"1677","planovima","plan_dat_Pl",2
"1678","planove","plan_acc_Pl",46
"1679","planovima","plan_ins_Pl",8
"1680","planovima","plan_loc_Pl",11
"1681","planina","planina_nom_Sg",70
"1682","planine","planina_gen_Sg",89
"1683","planini","planina_dat_Sg",9
"1684","planinu","planina_acc_Sg",48
"1685","planinom","planina_ins_Sg",30
"1686","planini","planina_loc_Sg",79
"1687","planine","planina_nom_Pl",56
"1688","planina","planina_gen_Pl",99
"1689","planinama","planina_dat_Pl",3
"1690","planine","planina_acc_Pl",46
"1691","planinama","planina_ins_Pl",8
"1692","planinama","planina_loc_Pl",15
"1693","plod","plod_nom_Sg",56
"1694","ploda","plod_gen_Sg",41
"1695","plodu","plod_dat_Sg",3
"1696","plod","plod_acc_Sg",40
"1697","plodom","plod_ins_Sg",27
"1698","plodu","plod_loc_Sg",8
"1699","plodovi","plod_nom_Pl",30
"1700","plodova","plod_gen_Pl",17
"1701","plodovima","plod_dat_Pl",1
"1702","plodove","plod_acc_Pl",29
"1703","plodovima","plod_ins_Pl",14
"1704","plodovima","plod_loc_Pl",3
"1705","pobeda","pobeda_nom_Sg",114
"1706","pobede","pobeda_gen_Sg",93
"1707","pobedi","pobeda_dat_Sg",18
"1708","pobedu","pobeda_acc_Sg",151
"1709","pobedom","pobeda_ins_Sg",62
"1710","pobedi","pobeda_loc_Sg",16
"1711","pobede","pobeda_nom_Pl",19
"1712","pobeda","pobeda_gen_Pl",27
"1713","pobedama","pobeda_dat_Pl",3
"1714","pobede","pobeda_acc_Pl",36
"1715","pobedama","pobeda_ins_Pl",7
"1716","pobjedama","pobeda_loc_Pl",2
"1717","pogled","pogled_nom_Sg",271
"1718","pogleda","pogled_gen_Sg",67
"1719","pogledu","pogled_dat_Sg",4
"1720","pogled","pogled_acc_Sg",182
"1721","pogledom","pogled_ins_Sg",111
"1722","pogledu","pogled_loc_Sg",258
"1723","pogledi","pogled_nom_Pl",44
"1724","pogleda","pogled_gen_Pl",45
"1725","pogledima","pogled_dat_Pl",4
"1726","poglede","pogled_acc_Pl",29
"1727","pogledima","pogled_ins_Pl",14
"1728","pogledima","pogled_loc_Pl",10
"1729","pojava","pojava_nom_Sg",44
"1730","pojave","pojava_gen_Sg",9
"1731","pojavi","pojava_dat_Sg",4
"1732","pojavu","pojava_acc_Sg",20
"1733","pojavom","pojava_ins_Sg",9
"1734","pojavi","pojava_loc_Sg",2
"1735","pojave","pojava_nom_Pl",15
"1736","pojava","pojava_gen_Pl",18
"1737","pojavama","pojava_dat_Pl",2
"1738","pojave","pojava_acc_Pl",6
"1739","pojavama","pojava_ins_Pl",4
"1740","pojavama","pojava_loc_Pl",9
"1741","pokret","pokret_nom_Sg",61
"1742","pokreta","pokret_gen_Sg",84
"1743","pokretu","pokret_dat_Sg",10
"1744","pokret","pokret_acc_Sg",42
"1745","pokretom","pokret_ins_Sg",25
"1746","pokretu","pokret_loc_Sg",29
"1747","pokreti","pokret_nom_Pl",28
"1748","pokreta","pokret_gen_Pl",24
"1749","pokretima","pokret_dat_Pl",1
"1750","pokrete","pokret_acc_Pl",30
"1751","pokretima","pokret_ins_Pl",22
"1752","pokretima","pokret_loc_Pl",9
"1753","ponor","ponor_nom_Sg",25
"1754","ponora","ponor_gen_Sg",28
"1755","ponoru","ponor_dat_Sg",8
"1756","ponor","ponor_acc_Sg",49
"1757","ponorom","ponor_ins_Sg",18
"1758","ponoru","ponor_loc_Sg",9
"1759","ponori","ponor_nom_Pl",13
"1760","ponora","ponor_gen_Pl",9
"1761","ponorima","ponor_dat_Pl",1
"1762","ponore","ponor_acc_Pl",44
"1763","ponorima","ponor_ins_Pl",7
"1764","ponorima","ponor_loc_Pl",2
"1765","polje","polje_nom_Sg",71
"1766","polja","polje_gen_Sg",74
"1767","polju","polje_dat_Sg",3
"1768","polje","polje_acc_Sg",107
"1769","poljem","polje_ins_Sg",89
"1770","polju","polje_loc_Sg",200
"1771","polja","polje_nom_Pl",86
"1772","polja","polje_gen_Pl",93
"1773","poljima","polje_dat_Pl",6
"1774","polja","polje_acc_Pl",160
"1775","poljima","polje_ins_Pl",33
"1776","poljima","polje_loc_Pl",72
"1777","porodica","porodica_nom_Sg",148
"1778","porodice","porodica_gen_Sg",45
"1779","porodici","porodica_dat_Sg",10
"1780","porodicu","porodica_acc_Sg",19
"1781","porodicom","porodica_ins_Sg",14
"1782","porodici","porodica_loc_Sg",8
"1783","porodice","porodica_nom_Pl",19
"1784","porodica","porodica_gen_Pl",28
"1785","porodicama","porodica_dat_Pl",8
"1786","porodice","porodica_acc_Pl",4
"1787","porodicama","porodica_ins_Pl",4
"1788","porodicama","porodica_loc_Pl",1
"1789","posao","posao_nom_Sg",60
"1790","posla","posao_gen_Sg",99
"1791","poslu","posao_dat_Sg",4
"1792","posao","posao_acc_Sg",134
"1793","poslom","posao_ins_Sg",20
"1794","poslu","posao_loc_Sg",42
"1795","poslovi","posao_nom_Pl",26
"1796","poslova","posao_gen_Pl",426
"1797","poslovima","posao_dat_Pl",4
"1798","poslove","posao_acc_Pl",151
"1799","poslovima","posao_ins_Pl",5
"1800","poslovima","posao_loc_Pl",28
"1801","postelja","postelja_nom_Sg",35
"1802","postelje","postelja_gen_Sg",48
"1803","postelji","postelja_dat_Sg",2
"1804","postelju","postelja_acc_Sg",61
"1805","posteljom","postelja_ins_Sg",13
"1806","postelji","postelja_loc_Sg",53
"1807","postelje","postelja_nom_Pl",12
"1808","postelja","postelja_gen_Pl",16
"1809","posteljama","postelja_dat_Pl",1
"1810","postelje","postelja_acc_Pl",10
"1811","posteljama","postelja_ins_Pl",3
"1812","posteljama","postelja_loc_Pl",4
"1813","potreba","potreba_nom_Sg",52
"1814","potrebe","potreba_gen_Sg",30
"1815","potrebi","potreba_dat_Sg",1
"1816","potrebu","potreba_acc_Sg",47
"1817","potrebom","potreba_ins_Sg",3
"1818","potrebi","potreba_loc_Sg",30
"1819","potrebe","potreba_nom_Pl",25
"1820","potreba","potreba_gen_Pl",30
"1821","potrebama","potreba_dat_Pl",18
"1822","potrebe","potreba_acc_Pl",92
"1823","potrebama","potreba_ins_Pl",9
"1824","potrebama","potreba_loc_Pl",11
"1825","pravo","pravo_nom_Sg",56
"1826","prava","pravo_gen_Sg",69
"1827","pravu","pravo_dat_Sg",2
"1828","pravo","pravo_acc_Sg",220
"1829","pravom","pravo_ins_Sg",36
"1830","pravu","pravo_loc_Sg",23
"1831","prava","pravo_nom_Pl",29
"1832","prava","pravo_gen_Pl",58
"1833","pravima","pravo_dat_Pl",1
"1834","prava","pravo_acc_Pl",58
"1835","pravima","pravo_ins_Pl",3
"1836","pravima","pravo_loc_Pl",13
"1837","predavanje","predavanje_nom_Sg",39
"1838","predavanja","predavanje_gen_Sg",14
"1839","predavanju","predavanje_dat_Sg",2
"1840","predavanje","predavanje_acc_Sg",56
"1841","predavanjem","predavanje_ins_Sg",3
"1842","predavanju","predavanje_loc_Sg",3
"1843","predavanja","predavanje_nom_Pl",38
"1844","predavanja","predavanje_gen_Pl",21
"1845","predavanjima","predavanje_dat_Pl",3
"1846","predavanja","predavanje_acc_Pl",20
"1847","predavanjima","predavanje_ins_Pl",2
"1848","predavanjima","predavanje_loc_Pl",1
"1849","predeo","predeo_nom_Sg",18
"1850","predela","predeo_gen_Sg",8
"1851","predelu","predeo_dat_Sg",4
"1852","predeo","predeo_acc_Sg",15
"1853","predelom","predeo_ins_Sg",4
"1854","predelu","predeo_loc_Sg",6
"1855","predeli","predeo_nom_Pl",8
"1856","predela","predeo_gen_Pl",11
"1857","predelima","predeo_dat_Pl",2
"1858","predele","predeo_acc_Pl",20
"1859","predelima","predeo_ins_Pl",3
"1860","predelima","predeo_loc_Pl",33
"1861","predlog","predlog_nom_Sg",127
"1862","predloga","predlog_gen_Sg",69
"1863","predlogu","predlog_dat_Sg",5
"1864","predlog","predlog_acc_Sg",148
"1865","predlogom","predlog_ins_Sg",14
"1866","predlogu","predlog_loc_Sg",60
"1867","predlozi","predlog_nom_Pl",32
"1868","predloga","predlog_gen_Pl",40
"1869","predlozima","predlog_dat_Pl",1
"1870","predloge","predlog_acc_Pl",41
"1871","predlozima","predlog_ins_Pl",13
"1872","predlozima","predlog_loc_Pl",13
"1873","preduzeće","preduzeće_nom_Sg",321
"1874","preduzeća","preduzeće_gen_Sg",329
"1875","preduzeću","preduzeće_dat_Sg",88
"1876","preduzeće","preduzeće_acc_Sg",38
"1877","preduzećem","preduzeće_ins_Sg",5
"1878","preduzeću","preduzeće_loc_Sg",66
"1879","preduzeća","preduzeće_nom_Pl",202
"1880","preduzeća","preduzeće_gen_Pl",212
"1881","preduzećima","preduzeće_dat_Pl",50
"1882","preduzeća","preduzeće_acc_Pl",51
"1883","preduzećima","preduzeće_ins_Pl",15
"1884","preduzećima","preduzeće_loc_Pl",128
"1885","predstava","predstava_nom_Sg",28
"1886","predstave","predstava_gen_Sg",35
"1887","predstavi","predstava_dat_Sg",1
"1888","predstavu","predstava_acc_Sg",19
"1889","predstavom","predstava_ins_Sg",3
"1890","predstavi","predstava_loc_Sg",8
"1891","predstave","predstava_nom_Pl",14
"1892","predstava","predstava_gen_Pl",12
"1893","predstavama","predstava_dat_Pl",1
"1894","predstave","predstava_acc_Pl",13
"1895","predstavama","predstava_ins_Pl",1
"1896","predstavama","predstava_loc_Pl",2
"1897","priča","priča_nom_Sg",99
"1898","priče","priča_gen_Sg",45
"1899","priči","priča_dat_Sg",4
"1900","priču","priča_acc_Sg",96
"1901","pričom","priča_ins_Sg",9
"1902","priči","priča_loc_Sg",19
"1903","priče","priča_nom_Pl",49
"1904","priča","priča_gen_Pl",20
"1905","pričama","priča_dat_Pl",2
"1906","priče","priča_acc_Pl",55
"1907","pričama","priča_ins_Pl",6
"1908","pričama","priča_loc_Pl",4
"1909","primer","primer_nom_Sg",43
"1910","primera","primer_gen_Sg",11
"1911","primeru","primer_dat_Sg",1
"1912","primer","primer_acc_Sg",31
"1913","primerom","primer_ins_Sg",9
"1914","primeru","primer_loc_Sg",7
"1915","primeri","primer_nom_Pl",11
"1916","primera","primer_gen_Pl",25
"1917","primerima","primer_dat_Pl",2
"1918","primere","primer_acc_Pl",3
"1919","primerima","primer_ins_Pl",2
"1920","primerima","primer_loc_Pl",5
"1921","priprema","priprema_nom_Sg",10
"1922","pripreme","priprema_gen_Sg",3
"1923","pripremi","priprema_dat_Sg",1
"1924","pripremu","priprema_acc_Sg",3
"1925","pripremom","priprema_ins_Sg",1
"1926","pripremama","priprema_loc_Sg",13
"1927","pripreme","priprema_nom_Pl",62
"1928","priprema","priprema_gen_Pl",16
"1929","pripremama","priprema_dat_Pl",3
"1930","pripreme","priprema_acc_Pl",26
"1931","pripremama","priprema_ins_Pl",1
"1932","pripremama","priprema_loc_Pl",18
"1933","problem","problem_nom_Sg",107
"1934","problema","problem_gen_Sg",62
"1935","problemu","problem_dat_Sg",11
"1936","problem","problem_acc_Sg",44
"1937","problemom","problem_ins_Sg",14
"1938","problemu","problem_loc_Sg",31
"1939","problemi","problem_nom_Pl",48
"1940","problema","problem_gen_Pl",84
"1941","problemima","problem_dat_Pl",3
"1942","probleme","problem_acc_Pl",63
"1943","problemima","problem_ins_Pl",13
"1944","problemima","problem_loc_Pl",47
"1945","prolaznik","prolaznik_nom_Sg",19
"1946","prolaznika","prolaznik_gen_Sg",6
"1947","prolazniku","prolaznik_dat_Sg",6
"1948","prolaznika","prolaznik_acc_Sg",6
"1949","prolaznikom","prolaznik_ins_Sg",1
"1950","prolazniku","prolaznik_loc_Sg",2
"1951","prolaznici","prolaznik_nom_Pl",24
"1952","prolaznika","prolaznik_gen_Pl",29
"1953","prolaznicima","prolaznik_dat_Pl",11
"1954","prolaznike","prolaznik_acc_Pl",18
"1955","prolaznicima","prolaznik_ins_Pl",3
"1956","prolaznicima","prolaznik_loc_Pl",2
"1957","proleće","proleće_nom_Sg",376
"1958","proleća","proleće_gen_Sg",318
"1959","proleću","proleće_dat_Sg",26
"1960","proleće","proleće_acc_Sg",198
"1961","prolećem","proleće_ins_Sg",53
"1962","proleću","proleće_loc_Sg",26
"1963","proleća","proleće_nom_Pl",66
"1964","proleća","proleće_gen_Pl",35
"1965","prolećima","proleće_dat_Pl",1
"1966","proljeća","proleće_acc_Pl",45
"1967","prolećima","proleće_ins_Pl",3
"1968","proljećima","proleće_loc_Pl",6
"1969","promena","promena_nom_Sg",27
"1970","promene","promena_gen_Sg",27
"1971","promeni","promena_dat_Sg",2
"1972","promenu","promena_acc_Sg",16
"1973","promenom","promena_ins_Sg",8
"1974","promeni","promena_loc_Sg",4
"1975","promene","promena_nom_Pl",31
"1976","promena","promena_gen_Pl",28
"1977","promenama","promena_dat_Pl",2
"1978","promene","promena_acc_Pl",25
"1979","promenom","promena_ins_Pl",8
"1980","promenama","promena_loc_Pl",8
"1981","prostor","prostor_nom_Sg",51
"1982","prostora","prostor_gen_Sg",59
"1983","prostoru","prostor_dat_Sg",7
"1984","prostor","prostor_acc_Sg",102
"1985","prostorom","prostor_ins_Sg",15
"1986","prostoru","prostor_loc_Sg",60
"1987","prostori","prostor_nom_Pl",23
"1988","prostora","prostor_gen_Pl",10
"1989","prostorima","prostor_dat_Pl",4
"1990","prostore","prostor_acc_Pl",48
"1991","prostorima","prostor_ins_Pl",9
"1992","prostorima","prostor_loc_Pl",10
"1993","prozor","prozor_nom_Sg",91
"1994","prozora","prozor_gen_Sg",157
"1995","prozoru","prozor_dat_Sg",10
"1996","prozor","prozor_acc_Sg",211
"1997","prozorom","prozor_ins_Sg",54
"1998","prozoru","prozor_loc_Sg",111
"1999","prozori","prozor_nom_Pl",81
"2000","prozora","prozor_gen_Pl",83
"2001","prozorima","prozor_dat_Pl",3
"2002","prozore","prozor_acc_Pl",211
"2003","prozorima","prozor_ins_Pl",33
"2004","prozorima","prozor_loc_Pl",48
"2005","prst","prst_nom_Sg",26
"2006","prsta","prst_gen_Sg",30
"2007","prstu","prst_dat_Sg",1
"2008","prst","prst_acc_Sg",14
"2009","prstom","prst_ins_Sg",44
"2010","prstu","prst_loc_Sg",11
"2011","prsti","prst_nom_Pl",153
"2012","prstiju","prst_gen_Pl",73
"2013","prstima","prst_dat_Pl",3
"2014","prste","prst_acc_Pl",164
"2015","prstima","prst_ins_Pl",109
"2016","prstima","prst_loc_Pl",43
"2017","ptica","ptica_nom_Sg",385
"2018","ptice","ptica_gen_Sg",118
"2019","ptici","ptica_dat_Sg",33
"2020","pticu","ptica_acc_Sg",117
"2021","pticom","ptica_ins_Sg",19
"2022","ptici","ptica_loc_Sg",7
"2023","ptice","ptica_nom_Pl",425
"2024","ptica","ptica_gen_Pl",319
"2025","pticama","ptica_dat_Pl",25
"2026","ptice","ptica_acc_Pl",123
"2027","pticama","ptica_ins_Pl",43
"2028","pticama","ptica_loc_Pl",5
"2029","pučina","pučina_nom_Sg",23
"2030","pučine","pučina_gen_Sg",44
"2031","pučini","pučina_dat_Sg",8
"2032","pučinu","pučina_acc_Sg",36
"2033","pučinom","pučina_ins_Sg",39
"2034","pučini","pučina_loc_Sg",52
"2035","pučine","pučina_nom_Pl",1
"2036","pučina","pučina_gen_Pl",5
"2037","pučinama","pučina_dat_Pl",2
"2038","pučine","pučina_acc_Pl",2
"2039","pučinama","pučina_ins_Pl",1
"2040","pučinama","pučina_loc_Pl",3
"2041","put","put_nom_Sg",351
"2042","puta","put_gen_Sg",360
"2043","putu","put_dat_Sg",15
"2044","put","put_acc_Sg",501
"2045","putem","put_ins_Sg",256
"2046","putu","put_loc_Sg",382
"2047","putevi","put_nom_Pl",175
"2048","puteva","put_gen_Pl",70
"2049","putevima","put_dat_Pl",2
"2050","puteve","put_acc_Pl",169
"2051","putevima","put_ins_Pl",35
"2052","putevima","put_loc_Pl",32
"2053","rad","rad_nom_Sg",169
"2054","rada","rad_gen_Sg",622
"2055","radu","rad_dat_Sg",26
"2056","rad","rad_acc_Sg",428
"2057","radom","rad_ins_Sg",112
"2058","radu","rad_loc_Sg",277
"2059","radovi","rad_nom_Pl",102
"2060","radova","rad_gen_Pl",118
"2061","radovima","rad_dat_Pl",2
"2062","radove","rad_acc_Pl",99
"2063","radovima","rad_ins_Pl",8
