"","WordForm","LemmaCase","Frequency"
"1439","облицима","облик_ins_Pl",2
"1440","облицима","облик_loc_Pl",12
"1441","одбор","одбор_nom_Sg",253
"1442","одбора","одбор_gen_Sg",358
"1443","одбору","одбор_dat_Sg",36
"1444","одбор","одбор_acc_Sg",42
"1445","одбором","одбор_ins_Sg",8
"1446","одбору","одбор_loc_Sg",22
"1447","одбори","одбор_nom_Pl",76
"1448","одбора","одбор_gen_Pl",155
"1449","одборима","одбор_dat_Pl",15
"1450","одборе","одбор_acc_Pl",42
"1451","одборима","одбор_ins_Pl",8
"1452","одборима","одбор_loc_Pl",37
"1453","однос","однос_nom_Sg",35
"1454","односа","однос_gen_Sg",21
"1455","односу","однос_dat_Sg",2
"1456","однос","однос_acc_Sg",19
"1457","односом","однос_ins_Sg",1
"1458","односу","однос_loc_Sg",72
"1459","односи","однос_nom_Pl",67
"1460","односа","однос_gen_Pl",139
"1461","односима","однос_dat_Pl",6
"1462","односе","однос_acc_Pl",71
"1463","односима","однос_ins_Pl",1
"1464","односима","однос_loc_Pl",52
"1465","океан","океан_nom_Sg",10
"1466","океана","океан_gen_Sg",32
"1467","океану","океан_dat_Sg",2
"1468","океан","океан_acc_Sg",8
"1469","океаном","океан_ins_Sg",2
"1470","океану","океан_loc_Sg",8
"1471","океани","океан_nom_Pl",5
"1472","океана","океан_gen_Pl",10
"1473","океанима","океан_dat_Pl",1
"1474","океане","океан_acc_Pl",8
"1475","океанима","океан_ins_Pl",3
"1476","океанима","океан_loc_Pl",2
"1477","окно","окно_nom_Sg",13
"1478","окна","окно_gen_Sg",28
"1479","окну","окно_dat_Sg",4
"1480","окно","окно_acc_Sg",46
"1481","окном","окно_ins_Sg",18
"1482","окну","окно_loc_Sg",38
"1483","окна","окно_nom_Pl",33
"1484","окана","окно_gen_Pl",5
"1485","окнима","окно_dat_Pl",1
"1486","окна","окно_acc_Pl",53
"1487","окнима","окно_ins_Pl",6
"1488","окнима","окно_loc_Pl",20
"1489","око","око_nom_Sg",256
"1490","ока","око_gen_Sg",304
"1491","оку","око_dat_Sg",44
"1492","око","око_acc_Sg",100
"1493","оком","око_ins_Sg",140
"1494","оку","око_loc_Sg",223
"1495","очи","око_nom_Pl",1279
"1496","очију","око_gen_Pl",441
"1497","очима","око_dat_Pl",29
"1498","очи","око_acc_Pl",1202
"1499","очима","око_ins_Pl",274
"1500","очима","око_loc_Pl",318
"1501","олуја","олуја_nom_Sg",65
"1502","олује","олуја_gen_Sg",42
"1503","олуји","олуја_dat_Sg",12
"1504","олују","олуја_acc_Sg",25
"1505","олујом","олуја_ins_Sg",12
"1506","олуји","олуја_loc_Sg",34
"1507","олује","олуја_nom_Pl",38
"1508","олуја","олуја_gen_Pl",22
"1509","олујама","олуја_dat_Pl",1
"1510","олује","олуја_acc_Pl",16
"1511","олујама","олуја_ins_Pl",7
"1512","олујама","олуја_loc_Pl",2
"1513","орган","орган_nom_Sg",17
"1514","органа","орган_gen_Sg",8
"1515","органу","орган_dat_Sg",1
"1516","орган","орган_acc_Sg",4
"1517","органом","орган_ins_Sg",1
"1518","органу","орган_loc_Sg",1
"1519","органи","орган_nom_Pl",28
"1520","органа","орган_gen_Pl",47
"1521","органима","орган_dat_Pl",9
"1522","органе","орган_acc_Pl",12
"1523","органима","орган_ins_Pl",2
"1524","органима","орган_loc_Pl",6
"1525","организација","организација_nom_Sg",104
"1526","организације","организација_gen_Sg",133
"1527","организацији","организација_dat_Sg",13
"1528","организацију","организација_acc_Sg",64
"1529","организацијом","организација_ins_Sg",20
"1530","организацији","организација_loc_Sg",57
"1531","организације","организација_nom_Pl",154
"1532","организација","организација_gen_Pl",226
"1533","организацијама","организација_dat_Pl",28
"1534","организације","организација_acc_Pl",34
"1535","организацијама","организација_ins_Pl",23
"1536","организацијама","организација_loc_Pl",47
"1537","осмех","осмех_nom_Sg",237
"1538","осмеха","осмех_gen_Sg",67
"1539","осмеху","осмех_dat_Sg",3
"1540","осмех","осмех_acc_Sg",209
"1541","осмехом","осмех_ins_Sg",97
"1542","осмеху","осмех_loc_Sg",16
"1543","осмеси","осмех_nom_Pl",39
"1544","осмеха","осмех_gen_Pl",6
"1545","осмесима","осмех_dat_Pl",1
"1546","осмехе","осмех_acc_Pl",31
"1547","осмјесима","осмех_ins_Pl",9
"1548","осмјесима","осмех_loc_Pl",3
"1549","оток","оток_nom_Sg",21
"1550","отока","оток_gen_Sg",13
"1551","отоку","оток_dat_Sg",1
"1552","оток","оток_acc_Sg",8
"1553","отоком","оток_ins_Sg",1
"1554","отоку","оток_loc_Sg",7
"1555","отоци","оток_nom_Pl",12
"1556","отока","оток_gen_Pl",11
"1557","отоцима","оток_dat_Pl",1
"1558","отоке","оток_acc_Pl",6
"1559","отоцима","оток_ins_Pl",2
"1560","отоцима","оток_loc_Pl",6
"1561","пашњак","пашњак_nom_Sg",6
"1562","пашњака","пашњак_gen_Sg",11
"1563","пашњаку","пашњак_dat_Sg",1
"1564","пашњак","пашњак_acc_Sg",1
"1565","пашњаком","пашњак_ins_Sg",4
"1566","пашњаку","пашњак_loc_Sg",4
"1567","пашњаци","пашњак_nom_Pl",8
"1568","пашњака","пашњак_gen_Pl",10
"1569","пашњацима","пашњак_dat_Pl",1
"1570","пашњаке","пашњак_acc_Pl",8
"1571","пашњацима","пашњак_ins_Pl",7
"1572","пашњацима","пашњак_loc_Pl",1
"1573","партија","партија_nom_Sg",106
"1574","партије","партија_gen_Sg",244
"1575","партији","партија_dat_Sg",17
"1576","партију","партија_acc_Sg",43
"1577","партијом","партија_ins_Sg",5
"1578","партији","партија_loc_Sg",24
"1579","партије","партија_nom_Pl",26
"1580","партија","партија_gen_Pl",43
"1581","партијама","партија_dat_Pl",1
"1582","партије","партија_acc_Pl",10
"1583","партијама","партија_ins_Pl",1
"1584","партијама","партија_loc_Pl",7
"1585","пас","пас_nom_Sg",91
"1586","пса","пас_gen_Sg",14
"1587","псу","пас_dat_Sg",6
"1588","пса","пас_acc_Sg",18
"1589","псом","пас_ins_Sg",7
"1590","псу","пас_loc_Sg",1
"1591","пси","пас_nom_Pl",79
"1592","паса","пас_gen_Pl",31
"1593","псима","пас_dat_Pl",5
"1594","псе","пас_acc_Pl",4
"1595","псима","пас_ins_Pl",7
"1596","псима","пас_loc_Pl",1
"1597","патња","патња_nom_Sg",43
"1598","патње","патња_gen_Sg",42
"1599","патњи","патња_dat_Sg",5
"1600","патњу","патња_acc_Sg",21
"1601","патњом","патња_ins_Sg",16
"1602","патњи","патња_loc_Sg",4
"1603","патње","патња_nom_Pl",30
"1604","патња","патња_gen_Pl",31
"1605","патњама","патња_dat_Pl",2
"1606","патње","патња_acc_Pl",32
"1607","патњама","патња_ins_Pl",2
"1608","патњама","патња_loc_Pl",4
"1609","перспектива","перспектива_nom_Sg",1
"1610","перспективе","перспектива_gen_Sg",7
"1611","перспективи","перспектива_dat_Sg",2
"1612","перспективу","перспектива_acc_Sg",5
"1613","перспективом","перспектива_ins_Sg",1
"1614","перспективи","перспектива_loc_Sg",3
"1615","перспективе","перспектива_nom_Pl",10
"1616","перспектива","перспектива_gen_Pl",9
"1617","перспективама","перспектива_dat_Pl",1
"1618","перспективе","перспектива_acc_Pl",12
"1619","перспективама","перспектива_ins_Pl",1
"1620","перспективама","перспектива_loc_Pl",4
"1621","песма","песма_nom_Sg",880
"1622","песме","песма_gen_Sg",152
"1623","песми","песма_dat_Sg",14
"1624","песму","песма_acc_Sg",483
"1625","песмом","песма_ins_Sg",187
"1626","песми","песма_loc_Sg",74
"1627","песме","песма_nom_Pl",374
"1628","песама","песма_gen_Pl",116
"1629","песмама","песма_dat_Pl",4
"1630","песме","песма_acc_Pl",226
"1631","песмама","песма_ins_Pl",35
"1632","песмама","песма_loc_Pl",14
"1633","песник","песник_nom_Sg",173
"1634","песника","песник_gen_Sg",37
"1635","песнику","песник_dat_Sg",19
"1636","песника","песник_acc_Sg",11
"1637","песником","песник_ins_Sg",3
"1638","песнику","песник_loc_Sg",5
"1639","песници","песник_nom_Pl",57
"1640","песника","песник_gen_Pl",17
"1641","пјесницима","песник_dat_Pl",5
"1642","песнике","песник_acc_Pl",7
"1643","песницима","песник_ins_Pl",3
"1644","песницима","песник_loc_Pl",1
"1645","писмо","писмо_nom_Sg",110
"1646","писма","писмо_gen_Sg",26
"1647","писму","писмо_dat_Sg",1
"1648","писмо","писмо_acc_Sg",89
"1649","писмом","писмо_ins_Sg",19
"1650","писму","писмо_loc_Sg",33
"1651","писма","писмо_nom_Pl",42
"1652","писама","писмо_gen_Pl",28
"1653","писмима","писмо_dat_Pl",1
"1654","писма","писмо_acc_Pl",55
"1655","писмима","писмо_ins_Pl",7
"1656","писмима","писмо_loc_Pl",5
"1657","питање","питање_nom_Sg",331
"1658","питања","питање_gen_Sg",98
"1659","питању","питање_dat_Sg",10
"1660","питање","питање_acc_Sg",216
"1661","питањем","питање_ins_Sg",25
"1662","питању","питање_loc_Sg",162
"1663","питања","питање_nom_Pl",98
"1664","питања","питање_gen_Pl",96
"1665","питањима","питање_dat_Pl",11
"1666","питања","питање_acc_Pl",167
"1667","питањима","питање_ins_Pl",18
"1668","питањима","питање_loc_Pl",90
"1669","план","план_nom_Sg",108
"1670","плана","план_gen_Sg",216
"1671","плану","план_dat_Sg",9
"1672","план","план_acc_Sg",149
"1673","планом","план_ins_Sg",29
"1674","плану","план_loc_Sg",96
"1675","планови","план_nom_Pl",23
"1676","планова","план_gen_Pl",45
"1677","плановима","план_dat_Pl",2
"1678","планове","план_acc_Pl",46
"1679","плановима","план_ins_Pl",8
"1680","плановима","план_loc_Pl",11
"1681","планина","планина_nom_Sg",70
"1682","планине","планина_gen_Sg",89
"1683","планини","планина_dat_Sg",9
"1684","планину","планина_acc_Sg",48
"1685","планином","планина_ins_Sg",30
"1686","планини","планина_loc_Sg",79
"1687","планине","планина_nom_Pl",56
"1688","планина","планина_gen_Pl",99
"1689","планинама","планина_dat_Pl",3
"1690","планине","планина_acc_Pl",46
"1691","планинама","планина_ins_Pl",8
"1692","планинама","планина_loc_Pl",15
"1693","плод","плод_nom_Sg",56
"1694","плода","плод_gen_Sg",41
"1695","плоду","плод_dat_Sg",3
"1696","плод","плод_acc_Sg",40
"1697","плодом","плод_ins_Sg",27
"1698","плоду","плод_loc_Sg",8
"1699","плодови","плод_nom_Pl",30
"1700","плодова","плод_gen_Pl",17
"1701","плодовима","плод_dat_Pl",1
"1702","плодове","плод_acc_Pl",29
"1703","плодовима","плод_ins_Pl",14
"1704","плодовима","плод_loc_Pl",3
"1705","победа","победа_nom_Sg",114
"1706","победе","победа_gen_Sg",93
"1707","победи","победа_dat_Sg",18
"1708","победу","победа_acc_Sg",151
"1709","победом","победа_ins_Sg",62
"1710","победи","победа_loc_Sg",16
"1711","победе","победа_nom_Pl",19
"1712","победа","победа_gen_Pl",27
"1713","победама","победа_dat_Pl",3
"1714","победе","победа_acc_Pl",36
"1715","победама","победа_ins_Pl",7
"1716","побједама","победа_loc_Pl",2
"1717","поглед","поглед_nom_Sg",271
"1718","погледа","поглед_gen_Sg",67
"1719","погледу","поглед_dat_Sg",4
"1720","поглед","поглед_acc_Sg",182
"1721","погледом","поглед_ins_Sg",111
"1722","погледу","поглед_loc_Sg",258
"1723","погледи","поглед_nom_Pl",44
"1724","погледа","поглед_gen_Pl",45
"1725","погледима","поглед_dat_Pl",4
"1726","погледе","поглед_acc_Pl",29
"1727","погледима","поглед_ins_Pl",14
"1728","погледима","поглед_loc_Pl",10
"1729","појава","појава_nom_Sg",44
"1730","појаве","појава_gen_Sg",9
"1731","појави","појава_dat_Sg",4
"1732","појаву","појава_acc_Sg",20
"1733","појавом","појава_ins_Sg",9
"1734","појави","појава_loc_Sg",2
"1735","појаве","појава_nom_Pl",15
"1736","појава","појава_gen_Pl",18
"1737","појавама","појава_dat_Pl",2
"1738","појаве","појава_acc_Pl",6
"1739","појавама","појава_ins_Pl",4
"1740","појавама","појава_loc_Pl",9
"1741","покрет","покрет_nom_Sg",61
"1742","покрета","покрет_gen_Sg",84
"1743","покрету","покрет_dat_Sg",10
"1744","покрет","покрет_acc_Sg",42
"1745","покретом","покрет_ins_Sg",25
"1746","покрету","покрет_loc_Sg",29
"1747","покрети","покрет_nom_Pl",28
"1748","покрета","покрет_gen_Pl",24
"1749","покретима","покрет_dat_Pl",1
"1750","покрете","покрет_acc_Pl",30
"1751","покретима","покрет_ins_Pl",22
"1752","покретима","покрет_loc_Pl",9
"1753","понор","понор_nom_Sg",25
"1754","понора","понор_gen_Sg",28
"1755","понору","понор_dat_Sg",8
"1756","понор","понор_acc_Sg",49
"1757","понором","понор_ins_Sg",18
"1758","понору","понор_loc_Sg",9
"1759","понори","понор_nom_Pl",13
"1760","понора","понор_gen_Pl",9
"1761","понорима","понор_dat_Pl",1
"1762","поноре","понор_acc_Pl",44
"1763","понорима","понор_ins_Pl",7
"1764","понорима","понор_loc_Pl",2
"1765","поље","поље_nom_Sg",71
"1766","поља","поље_gen_Sg",74
"1767","пољу","поље_dat_Sg",3
"1768","поље","поље_acc_Sg",107
"1769","пољем","поље_ins_Sg",89
"1770","пољу","поље_loc_Sg",200
"1771","поља","поље_nom_Pl",86
"1772","поља","поље_gen_Pl",93
"1773","пољима","поље_dat_Pl",6
"1774","поља","поље_acc_Pl",160
"1775","пољима","поље_ins_Pl",33
"1776","пољима","поље_loc_Pl",72
"1777","породица","породица_nom_Sg",148
"1778","породице","породица_gen_Sg",45
"1779","породици","породица_dat_Sg",10
"1780","породицу","породица_acc_Sg",19
"1781","породицом","породица_ins_Sg",14
"1782","породици","породица_loc_Sg",8
"1783","породице","породица_nom_Pl",19
"1784","породица","породица_gen_Pl",28
"1785","породицама","породица_dat_Pl",8
"1786","породице","породица_acc_Pl",4
"1787","породицама","породица_ins_Pl",4
"1788","породицама","породица_loc_Pl",1
"1789","посао","посао_nom_Sg",60
"1790","посла","посао_gen_Sg",99
"1791","послу","посао_dat_Sg",4
"1792","посао","посао_acc_Sg",134
"1793","послом","посао_ins_Sg",20
"1794","послу","посао_loc_Sg",42
"1795","послови","посао_nom_Pl",26
"1796","послова","посао_gen_Pl",426
"1797","пословима","посао_dat_Pl",4
"1798","послове","посао_acc_Pl",151
"1799","пословима","посао_ins_Pl",5
"1800","пословима","посао_loc_Pl",28
"1801","постеља","постеља_nom_Sg",35
"1802","постеље","постеља_gen_Sg",48
"1803","постељи","постеља_dat_Sg",2
"1804","постељу","постеља_acc_Sg",61
"1805","постељом","постеља_ins_Sg",13
"1806","постељи","постеља_loc_Sg",53
"1807","постеље","постеља_nom_Pl",12
"1808","постеља","постеља_gen_Pl",16
"1809","постељама","постеља_dat_Pl",1
"1810","постеље","постеља_acc_Pl",10
"1811","постељама","постеља_ins_Pl",3
"1812","постељама","постеља_loc_Pl",4
"1813","потреба","потреба_nom_Sg",52
"1814","потребе","потреба_gen_Sg",30
"1815","потреби","потреба_dat_Sg",1
"1816","потребу","потреба_acc_Sg",47
"1817","потребом","потреба_ins_Sg",3
"1818","потреби","потреба_loc_Sg",30
"1819","потребе","потреба_nom_Pl",25
"1820","потреба","потреба_gen_Pl",30
"1821","потребама","потреба_dat_Pl",18
"1822","потребе","потреба_acc_Pl",92
"1823","потребама","потреба_ins_Pl",9
"1824","потребама","потреба_loc_Pl",11
"1825","право","право_nom_Sg",56
"1826","права","право_gen_Sg",69
"1827","праву","право_dat_Sg",2
"1828","право","право_acc_Sg",220
"1829","правом","право_ins_Sg",36
"1830","праву","право_loc_Sg",23
"1831","права","право_nom_Pl",29
"1832","права","право_gen_Pl",58
"1833","правима","право_dat_Pl",1
"1834","права","право_acc_Pl",58
"1835","правима","право_ins_Pl",3
"1836","правима","право_loc_Pl",13
"1837","предавање","предавање_nom_Sg",39
"1838","предавања","предавање_gen_Sg",14
"1839","предавању","предавање_dat_Sg",2
"1840","предавање","предавање_acc_Sg",56
"1841","предавањем","предавање_ins_Sg",3
"1842","предавању","предавање_loc_Sg",3
"1843","предавања","предавање_nom_Pl",38
"1844","предавања","предавање_gen_Pl",21
"1845","предавањима","предавање_dat_Pl",3
"1846","предавања","предавање_acc_Pl",20
"1847","предавањима","предавање_ins_Pl",2
"1848","предавањима","предавање_loc_Pl",1
"1849","предео","предео_nom_Sg",18
"1850","предела","предео_gen_Sg",8
"1851","пределу","предео_dat_Sg",4
"1852","предео","предео_acc_Sg",15
"1853","пределом","предео_ins_Sg",4
"1854","пределу","предео_loc_Sg",6
"1855","предели","предео_nom_Pl",8
"1856","предела","предео_gen_Pl",11
"1857","пределима","предео_dat_Pl",2
"1858","пределе","предео_acc_Pl",20
"1859","пределима","предео_ins_Pl",3
"1860","пределима","предео_loc_Pl",33
"1861","предлог","предлог_nom_Sg",127
"1862","предлога","предлог_gen_Sg",69
"1863","предлогу","предлог_dat_Sg",5
"1864","предлог","предлог_acc_Sg",148
"1865","предлогом","предлог_ins_Sg",14
"1866","предлогу","предлог_loc_Sg",60
"1867","предлози","предлог_nom_Pl",32
"1868","предлога","предлог_gen_Pl",40
"1869","предлозима","предлог_dat_Pl",1
"1870","предлоге","предлог_acc_Pl",41
"1871","предлозима","предлог_ins_Pl",13
"1872","предлозима","предлог_loc_Pl",13
"1873","предузеће","предузеће_nom_Sg",321
"1874","предузећа","предузеће_gen_Sg",329
"1875","предузећу","предузеће_dat_Sg",88
"1876","предузеће","предузеће_acc_Sg",38
"1877","предузећем","предузеће_ins_Sg",5
"1878","предузећу","предузеће_loc_Sg",66
"1879","предузећа","предузеће_nom_Pl",202
"1880","предузећа","предузеће_gen_Pl",212
"1881","предузећима","предузеће_dat_Pl",50
"1882","предузећа","предузеће_acc_Pl",51
"1883","предузећима","предузеће_ins_Pl",15
"1884","предузећима","предузеће_loc_Pl",128
"1885","представа","представа_nom_Sg",28
"1886","представе","представа_gen_Sg",35
"1887","представи","представа_dat_Sg",1
"1888","представу","представа_acc_Sg",19
"1889","представом","представа_ins_Sg",3
"1890","представи","представа_loc_Sg",8
"1891","представе","представа_nom_Pl",14
"1892","представа","представа_gen_Pl",12
"1893","представама","представа_dat_Pl",1
"1894","представе","представа_acc_Pl",13
"1895","представама","представа_ins_Pl",1
"1896","представама","представа_loc_Pl",2
"1897","прича","прича_nom_Sg",99
"1898","приче","прича_gen_Sg",45
"1899","причи","прича_dat_Sg",4
"1900","причу","прича_acc_Sg",96
"1901","причом","прича_ins_Sg",9
"1902","причи","прича_loc_Sg",19
"1903","приче","прича_nom_Pl",49
"1904","прича","прича_gen_Pl",20
"1905","причама","прича_dat_Pl",2
"1906","приче","прича_acc_Pl",55
"1907","причама","прича_ins_Pl",6
"1908","причама","прича_loc_Pl",4
"1909","пример","пример_nom_Sg",43
"1910","примера","пример_gen_Sg",11
"1911","примеру","пример_dat_Sg",1
"1912","пример","пример_acc_Sg",31
"1913","примером","пример_ins_Sg",9
"1914","примеру","пример_loc_Sg",7
"1915","примери","пример_nom_Pl",11
"1916","примера","пример_gen_Pl",25
"1917","примерима","пример_dat_Pl",2
"1918","примере","пример_acc_Pl",3
"1919","примерима","пример_ins_Pl",2
"1920","примерима","пример_loc_Pl",5
"1921","припрема","припрема_nom_Sg",10
"1922","припреме","припрема_gen_Sg",3
"1923","припреми","припрема_dat_Sg",1
"1924","припрему","припрема_acc_Sg",3
"1925","припремом","припрема_ins_Sg",1
"1926","припремама","припрема_loc_Sg",13
"1927","припреме","припрема_nom_Pl",62
"1928","припрема","припрема_gen_Pl",16
"1929","припремама","припрема_dat_Pl",3
"1930","припреме","припрема_acc_Pl",26
"1931","припремама","припрема_ins_Pl",1
"1932","припремама","припрема_loc_Pl",18
"1933","проблем","проблем_nom_Sg",107
"1934","проблема","проблем_gen_Sg",62
"1935","проблему","проблем_dat_Sg",11
"1936","проблем","проблем_acc_Sg",44
"1937","проблемом","проблем_ins_Sg",14
"1938","проблему","проблем_loc_Sg",31
"1939","проблеми","проблем_nom_Pl",48
"1940","проблема","проблем_gen_Pl",84
"1941","проблемима","проблем_dat_Pl",3
"1942","проблеме","проблем_acc_Pl",63
"1943","проблемима","проблем_ins_Pl",13
"1944","проблемима","проблем_loc_Pl",47
"1945","пролазник","пролазник_nom_Sg",19
"1946","пролазника","пролазник_gen_Sg",6
"1947","пролазнику","пролазник_dat_Sg",6
"1948","пролазника","пролазник_acc_Sg",6
"1949","пролазником","пролазник_ins_Sg",1
"1950","пролазнику","пролазник_loc_Sg",2
"1951","пролазници","пролазник_nom_Pl",24
"1952","пролазника","пролазник_gen_Pl",29
"1953","пролазницима","пролазник_dat_Pl",11
"1954","пролазнике","пролазник_acc_Pl",18
"1955","пролазницима","пролазник_ins_Pl",3
"1956","пролазницима","пролазник_loc_Pl",2
"1957","пролеће","пролеће_nom_Sg",376
"1958","пролећа","пролеће_gen_Sg",318
"1959","пролећу","пролеће_dat_Sg",26
"1960","пролеће","пролеће_acc_Sg",198
"1961","пролећем","пролеће_ins_Sg",53
"1962","пролећу","пролеће_loc_Sg",26
"1963","пролећа","пролеће_nom_Pl",66
"1964","пролећа","пролеће_gen_Pl",35
"1965","пролећима","пролеће_dat_Pl",1
"1966","прољећа","пролеће_acc_Pl",45
"1967","пролећима","пролеће_ins_Pl",3
"1968","прољећима","пролеће_loc_Pl",6
"1969","промена","промена_nom_Sg",27
"1970","промене","промена_gen_Sg",27
"1971","промени","промена_dat_Sg",2
"1972","промену","промена_acc_Sg",16
"1973","променом","промена_ins_Sg",8
"1974","промени","промена_loc_Sg",4
"1975","промене","промена_nom_Pl",31
"1976","промена","промена_gen_Pl",28
"1977","променама","промена_dat_Pl",2
"1978","промене","промена_acc_Pl",25
"1979","променом","промена_ins_Pl",8
"1980","променама","промена_loc_Pl",8
"1981","простор","простор_nom_Sg",51
"1982","простора","простор_gen_Sg",59
"1983","простору","простор_dat_Sg",7
"1984","простор","простор_acc_Sg",102
"1985","простором","простор_ins_Sg",15
"1986","простору","простор_loc_Sg",60
"1987","простори","простор_nom_Pl",23
"1988","простора","простор_gen_Pl",10
"1989","просторима","простор_dat_Pl",4
"1990","просторе","простор_acc_Pl",48
"1991","просторима","простор_ins_Pl",9
"1992","просторима","простор_loc_Pl",10
"1993","прозор","прозор_nom_Sg",91
"1994","прозора","прозор_gen_Sg",157
"1995","прозору","прозор_dat_Sg",10
"1996","прозор","прозор_acc_Sg",211
"1997","прозором","прозор_ins_Sg",54
"1998","прозору","прозор_loc_Sg",111
"1999","прозори","прозор_nom_Pl",81
"2000","прозора","прозор_gen_Pl",83
"2001","прозорима","прозор_dat_Pl",3
"2002","прозоре","прозор_acc_Pl",211
"2003","прозорима","прозор_ins_Pl",33
"2004","прозорима","прозор_loc_Pl",48
"2005","прст","прст_nom_Sg",26
"2006","прста","прст_gen_Sg",30
"2007","прсту","прст_dat_Sg",1
"2008","прст","прст_acc_Sg",14
"2009","прстом","прст_ins_Sg",44
"2010","прсту","прст_loc_Sg",11
"2011","прсти","прст_nom_Pl",153
"2012","прстију","прст_gen_Pl",73
"2013","прстима","прст_dat_Pl",3
"2014","прсте","прст_acc_Pl",164
"2015","прстима","прст_ins_Pl",109
"2016","прстима","прст_loc_Pl",43
"2017","птица","птица_nom_Sg",385
"2018","птице","птица_gen_Sg",118
"2019","птици","птица_dat_Sg",33
"2020","птицу","птица_acc_Sg",117
"2021","птицом","птица_ins_Sg",19
"2022","птици","птица_loc_Sg",7
"2023","птице","птица_nom_Pl",425
"2024","птица","птица_gen_Pl",319
"2025","птицама","птица_dat_Pl",25
"2026","птице","птица_acc_Pl",123
"2027","птицама","птица_ins_Pl",43
"2028","птицама","птица_loc_Pl",5
"2029","пучина","пучина_nom_Sg",23
"2030","пучине","пучина_gen_Sg",44
"2031","пучини","пучина_dat_Sg",8
"2032","пучину","пучина_acc_Sg",36
"2033","пучином","пучина_ins_Sg",39
"2034","пучини","пучина_loc_Sg",52
"2035","пучине","пучина_nom_Pl",1
"2036","пучина","пучина_gen_Pl",5
"2037","пучинама","пучина_dat_Pl",2
"2038","пучине","пучина_acc_Pl",2
"2039","пучинама","пучина_ins_Pl",1
"2040","пучинама","пучина_loc_Pl",3
"2041","пут","пут_nom_Sg",351
"2042","пута","пут_gen_Sg",360
"2043","путу","пут_dat_Sg",15
"2044","пут","пут_acc_Sg",501
"2045","путем","пут_ins_Sg",256
"2046","путу","пут_loc_Sg",382
"2047","путеви","пут_nom_Pl",175
"2048","путева","пут_gen_Pl",70
"2049","путевима","пут_dat_Pl",2
"2050","путеве","пут_acc_Pl",169
"2051","путевима","пут_ins_Pl",35
"2052","путевима","пут_loc_Pl",32
"2053","рад","рад_nom_Sg",169
"2054","рада","рад_gen_Sg",622
"2055","раду","рад_dat_Sg",26
"2056","рад","рад_acc_Sg",428
"2057","радом","рад_ins_Sg",112
"2058","раду","рад_loc_Sg",277
"2059","радови","рад_nom_Pl",102
"2060","радова","рад_gen_Pl",118
"2061","радовима","рад_dat_Pl",2
"2062","радове","рад_acc_Pl",99
"2063","радовима","рад_ins_Pl",8
"2064","радовима","рад_loc_Pl",38
"2065","радник","радник_nom_Sg",75
"2066","радника","радник_gen_Sg",22
"2067","раднику","радник_dat_Sg",8
"2068","радника","радник_acc_Sg",8
"2069","радником","радник_ins_Sg",2
"2070","раднику","радник_loc_Sg",3
"2071","радници","радник_nom_Pl",242
"2072","радника","радник_gen_Pl",442
"2073","радницима","радник_dat_Pl",38
"2074","раднике","радник_acc_Pl",71
"2075","радницима","радник_ins_Pl",17
"2076","радницима","радник_loc_Pl",5
"2077","радост","радост_nom_Sg",328
"2078","радости","радост_gen_Sg",223
"2079","радости","радост_dat_Sg",4
"2080","радост","радост_acc_Sg",288
"2081","радошћу","радост_ins_Sg",64
"2082","радости","радост_loc_Sg",46
"2083","радости","радост_nom_Pl",53
"2084","радости","радост_gen_Pl",35
"2085","радостима","радост_dat_Pl",2
"2086","радости","радост_acc_Pl",69
"2087","радостима","радост_ins_Pl",2
"2088","радостима","радост_loc_Pl",2
"2089","рана","рана_nom_Sg",102
"2090","ране","рана_gen_Sg",48
"2091","рани","рана_dat_Sg",4
"2092","рану","рана_acc_Sg",89
"2093","раном","рана_ins_Sg",29
"2094","рани","рана_loc_Sg",18
"2095","ране","рана_nom_Pl",112
"2096","рана","рана_gen_Pl",128
"2097","ранама","рана_dat_Pl",6
"2098","ране","рана_acc_Pl",144
"2099","ранама","рана_ins_Pl",16
"2100","ранама","рана_loc_Pl",17
"2101","равница","равница_nom_Sg",27
"2102","равнице","равница_gen_Sg",27
"2103","равници","равница_dat_Sg",6
"2104","равницу","равница_acc_Sg",14
"2105","равницом","равница_ins_Sg",15
"2106","равници","равница_loc_Sg",19
"2107","равнице","равница_nom_Pl",4
"2108","равница","равница_gen_Pl",21
"2109","равницама","равница_dat_Pl",1
"2110","равнице","равница_acc_Pl",13
"2111","равницама","равница_ins_Pl",2
"2112","равницама","равница_loc_Pl",2
"2113","разговор","разговор_nom_Sg",98
"2114","разговора","разговор_gen_Sg",47
"2115","разговору","разговор_dat_Sg",3
"2116","разговор","разговор_acc_Sg",52
"2117","разговором","разговор_ins_Sg",5
"2118","разговору","разговор_loc_Sg",61
"2119","разговори","разговор_nom_Pl",91
"2120","разговора","разговор_gen_Pl",73
"2121","разговорима","разговор_dat_Pl",3
"2122","разговоре","разговор_acc_Pl",71
"2123","разговорима","разговор_ins_Pl",3
"2124","разговорима","разговор_loc_Pl",28
"2125","реч","реч_nom_Sg",442
"2126","речи","реч_gen_Sg",172
"2127","речи","реч_dat_Sg",4
"2128","реч","реч_acc_Sg",326
"2129","речју","реч_ins_Sg",39
"2130","речи","реч_loc_Sg",38
"2131","речи","реч_nom_Pl",440
"2132","речи","реч_gen_Pl",304
"2133","речима","реч_dat_Pl",4
